age_group,proficiency_level,event_name,topic,difficulty_level,content_type,question,correct_answer,is_correct,response_time_sec,hint_used,attempts,next_recommended_difficulty
Teen,Advanced,Industrial Revolution,Culture,Hard,Challenge,How did Industrial Revolution influence society? (ID-710),historical explanation,0,30,No,3,Medium
Adult,Beginner,American Revolution,Revolution,Hard,Quiz,Explain the impact of American Revolution (ID-1316),1789,0,7,No,1,Medium
Child,Intermediate,Industrial Revolution,Culture,Easy,Quiz,What caused Industrial Revolution? (ID-195),1945,1,27,Yes,2,Medium
Teen,Beginner,French Revolution,Revolution,Easy,Quiz,Describe key events of French Revolution (ID-175),1939,1,5,Yes,2,Medium
Child,Beginner,American Revolution,Revolution,Easy,Simulation,What was the outcome of American Revolution? (ID-355),strategic decision,0,22,No,2,Easy
Adult,Beginner,World War I,War,Easy,Simulation,What were the consequences of World War I? (ID-1125),strategic decision,1,30,No,2,Medium
Teen,Intermediate,World War II,War,Hard,Challenge,What was the outcome of World War II? (ID-1462),historical explanation,0,28,No,3,Medium
Teen,Beginner,World War II,War,Medium,Challenge,Describe key events of World War II (ID-19),historical explanation,0,11,Yes,3,Easy
Teen,Advanced,American Revolution,Revolution,Easy,Simulation,What was the outcome of American Revolution? (ID-629),strategic decision,1,18,No,2,Medium
Teen,Advanced,Cold War,Politics,Hard,Challenge,How did Cold War influence society? (ID-979),historical explanation,1,12,Yes,3,Hard
Child,Intermediate,World War I,War,Hard,Quiz,How did World War I influence society? (ID-524),1776,0,27,No,1,Medium
Child,Advanced,World War I,War,Medium,Quiz,Describe key events of World War I (ID-384),1914,0,36,No,3,Easy
Teen,Beginner,Cold War,Politics,Medium,Challenge,How did Cold War influence society? (ID-239),historical explanation,0,27,Yes,2,Easy
Child,Advanced,American Revolution,Revolution,Medium,Challenge,Explain the impact of American Revolution (ID-250),historical explanation,1,17,Yes,2,Hard
Child,Intermediate,World War II,War,Hard,Quiz,When did World War II begin? (ID-1374),1789,1,36,Yes,1,Hard
Adult,Intermediate,American Revolution,Revolution,Easy,Simulation,Describe key events of American Revolution (ID-737),strategic decision,1,25,Yes,1,Medium
Adult,Beginner,French Revolution,Revolution,Hard,Challenge,Why is French Revolution important? (ID-1234),historical explanation,0,19,No,2,Medium
Child,Beginner,World War I,War,Easy,Simulation,What was the outcome of World War I? (ID-479),strategic decision,1,18,Yes,2,Medium
Child,Intermediate,Indus Valley Civilization,Culture,Easy,Challenge,Describe key events of Indus Valley Civilization (ID-684),historical explanation,1,24,Yes,2,Medium
Adult,Advanced,American Revolution,Revolution,Easy,Simulation,How did American Revolution influence society? (ID-711),strategic decision,1,17,No,1,Medium
Child,Intermediate,Indus Valley Civilization,Culture,Medium,Challenge,How did Indus Valley Civilization influence society? (ID-1165),historical explanation,1,7,No,3,Hard
Teen,Intermediate,World War II,War,Hard,Challenge,Explain the impact of World War II (ID-265),historical explanation,0,10,No,1,Medium
Adult,Advanced,American Revolution,Revolution,Hard,Challenge,What were the consequences of American Revolution? (ID-724),historical explanation,0,32,No,1,Medium
Teen,Beginner,World War I,War,Easy,Challenge,Describe key events of World War I (ID-1192),historical explanation,1,9,No,2,Medium
Adult,Beginner,World War I,War,Medium,Quiz,What caused World War I? (ID-784),1914,1,20,No,2,Hard
Teen,Beginner,Roman Empire,Politics,Hard,Quiz,What were the consequences of Roman Empire? (ID-158),1945,0,19,Yes,2,Medium
Teen,Advanced,Industrial Revolution,Culture,Easy,Simulation,What role did leadership play in Industrial Revolution? (ID-1221),strategic decision,1,27,Yes,1,Medium
Teen,Beginner,French Revolution,Revolution,Medium,Challenge,When did French Revolution begin? (ID-527),historical explanation,0,16,Yes,3,Easy
Teen,Advanced,French Revolution,Revolution,Easy,Quiz,What role did leadership play in French Revolution? (ID-1093),1776,1,14,No,2,Medium
Child,Beginner,Ancient Egypt,Culture,Medium,Quiz,Who were key figures in Ancient Egypt? (ID-1348),1789,1,33,Yes,1,Hard
Child,Advanced,World War I,War,Hard,Simulation,When did World War I begin? (ID-478),strategic decision,0,7,No,2,Medium
Adult,Beginner,American Revolution,Revolution,Easy,Simulation,What was the outcome of American Revolution? (ID-639),strategic decision,1,33,No,3,Medium
Child,Beginner,World War I,War,Easy,Challenge,What caused World War I? (ID-1143),historical explanation,1,38,No,1,Medium
Adult,Intermediate,World War II,War,Medium,Simulation,Explain the impact of World War II (ID-607),strategic decision,0,9,No,1,Easy
Adult,Advanced,World War II,War,Medium,Simulation,What were the consequences of World War II? (ID-1445),strategic decision,1,13,Yes,2,Hard
Adult,Beginner,Indus Valley Civilization,Culture,Hard,Challenge,When did Indus Valley Civilization begin? (ID-1044),historical explanation,0,15,Yes,2,Medium
Teen,Intermediate,Indus Valley Civilization,Culture,Hard,Quiz,Explain the impact of Indus Valley Civilization (ID-51),1939,0,30,Yes,3,Medium
Teen,Beginner,World War II,War,Easy,Quiz,When did World War II begin? (ID-1488),1914,1,19,Yes,1,Medium
Teen,Intermediate,Industrial Revolution,Culture,Easy,Simulation,Explain the impact of Industrial Revolution (ID-923),strategic decision,1,9,No,3,Medium
Child,Beginner,Cold War,Politics,Easy,Challenge,What were the consequences of Cold War? (ID-273),historical explanation,0,33,No,3,Easy
Teen,Intermediate,World War II,War,Easy,Quiz,What was the outcome of World War II? (ID-64),1776,1,10,No,2,Medium
Child,Advanced,World War I,War,Hard,Quiz,Describe key events of World War I (ID-949),1776,1,31,Yes,1,Hard
Adult,Beginner,Indus Valley Civilization,Culture,Medium,Simulation,Describe key events of Indus Valley Civilization (ID-292),strategic decision,0,40,Yes,2,Easy
Teen,Intermediate,World War II,War,Hard,Challenge,Explain the impact of World War II (ID-170),historical explanation,0,5,No,2,Medium
Adult,Beginner,Ancient Egypt,Culture,Easy,Challenge,What role did leadership play in Ancient Egypt? (ID-253),historical explanation,1,29,Yes,3,Medium
Teen,Beginner,Cold War,Politics,Hard,Quiz,What was the outcome of Cold War? (ID-1296),1776,0,19,Yes,2,Medium
Child,Advanced,American Revolution,Revolution,Medium,Quiz,What was the outcome of American Revolution? (ID-348),1939,1,13,Yes,1,Hard
Teen,Advanced,Roman Empire,Politics,Hard,Challenge,Who were key figures in Roman Empire? (ID-742),historical explanation,1,16,Yes,3,Hard
Adult,Beginner,Roman Empire,Politics,Hard,Challenge,What was the outcome of Roman Empire? (ID-237),historical explanation,0,8,Yes,2,Medium
Adult,Advanced,French Revolution,Revolution,Hard,Quiz,What was the outcome of French Revolution? (ID-761),1939,0,8,No,1,Medium
Child,Intermediate,Indus Valley Civilization,Culture,Medium,Quiz,Explain the impact of Indus Valley Civilization (ID-487),1945,1,24,Yes,2,Hard
Adult,Intermediate,Ancient Egypt,Culture,Easy,Challenge,What was the outcome of Ancient Egypt? (ID-152),historical explanation,1,20,Yes,2,Medium
Adult,Beginner,Cold War,Politics,Medium,Simulation,How did Cold War influence society? (ID-345),strategic decision,1,15,Yes,1,Hard
Teen,Intermediate,Industrial Revolution,Culture,Easy,Quiz,Why is Industrial Revolution important? (ID-1132),1914,1,20,No,1,Medium
Child,Beginner,Roman Empire,Politics,Easy,Simulation,Describe key events of Roman Empire (ID-586),strategic decision,0,20,No,2,Easy
Teen,Advanced,Indus Valley Civilization,Culture,Easy,Simulation,When did Indus Valley Civilization begin? (ID-319),strategic decision,1,16,No,1,Medium
Teen,Beginner,World War I,War,Medium,Challenge,What caused World War I? (ID-538),historical explanation,0,28,No,1,Easy
Child,Advanced,Industrial Revolution,Culture,Hard,Simulation,What caused Industrial Revolution? (ID-996),strategic decision,0,40,Yes,2,Medium
Child,Beginner,Industrial Revolution,Culture,Hard,Challenge,Why is Industrial Revolution important? (ID-406),historical explanation,0,7,No,3,Medium
Adult,Intermediate,World War I,War,Easy,Challenge,When did World War I begin? (ID-564),historical explanation,1,19,Yes,2,Medium
Adult,Intermediate,Industrial Revolution,Culture,Hard,Challenge,What was the outcome of Industrial Revolution? (ID-174),historical explanation,1,38,Yes,3,Hard
Teen,Intermediate,Industrial Revolution,Culture,Easy,Challenge,Why is Industrial Revolution important? (ID-306),historical explanation,1,7,Yes,3,Medium
Adult,Advanced,Roman Empire,Politics,Easy,Quiz,What were the consequences of Roman Empire? (ID-1295),1776,1,32,Yes,1,Medium
Child,Beginner,World War II,War,Easy,Simulation,What was the outcome of World War II? (ID-1256),strategic decision,1,23,No,3,Medium
Child,Beginner,Cold War,Politics,Hard,Quiz,What was the outcome of Cold War? (ID-698),1914,0,25,Yes,1,Medium
Adult,Beginner,American Revolution,Revolution,Easy,Challenge,What was the outcome of American Revolution? (ID-443),historical explanation,1,25,Yes,3,Medium
Child,Advanced,Cold War,Politics,Medium,Simulation,How did Cold War influence society? (ID-910),strategic decision,1,29,Yes,1,Hard
Child,Advanced,Cold War,Politics,Medium,Simulation,What caused Cold War? (ID-631),strategic decision,1,20,No,3,Hard
Adult,Intermediate,Roman Empire,Politics,Easy,Simulation,What role did leadership play in Roman Empire? (ID-887),strategic decision,0,27,No,2,Easy
Teen,Advanced,World War I,War,Easy,Simulation,Describe key events of World War I (ID-1004),strategic decision,1,38,No,1,Medium
Child,Beginner,Industrial Revolution,Culture,Medium,Challenge,How did Industrial Revolution influence society? (ID-1311),historical explanation,0,15,Yes,3,Easy
Teen,Beginner,World War I,War,Easy,Challenge,When did World War I begin? (ID-1407),historical explanation,0,26,Yes,3,Easy
Child,Advanced,World War I,War,Hard,Quiz,How did World War I influence society? (ID-1089),1914,0,16,Yes,3,Medium
Adult,Advanced,World War I,War,Medium,Quiz,Explain the impact of World War I (ID-1334),1776,1,9,No,2,Hard
Adult,Advanced,Indus Valley Civilization,Culture,Medium,Simulation,Who were key figures in Indus Valley Civilization? (ID-309),strategic decision,0,21,Yes,2,Easy
Adult,Intermediate,Ancient Egypt,Culture,Easy,Challenge,Who were key figures in Ancient Egypt? (ID-688),historical explanation,1,39,Yes,2,Medium
Teen,Advanced,World War I,War,Hard,Simulation,What was the outcome of World War I? (ID-418),strategic decision,1,15,Yes,3,Hard
Child,Advanced,Cold War,Politics,Medium,Challenge,Explain the impact of Cold War (ID-1450),historical explanation,0,19,No,2,Easy
Teen,Advanced,World War I,War,Easy,Quiz,How did World War I influence society? (ID-746),1914,1,31,No,2,Medium
Adult,Beginner,French Revolution,Revolution,Hard,Simulation,Explain the impact of French Revolution (ID-797),strategic decision,0,34,No,3,Medium
Adult,Intermediate,World War II,War,Hard,Challenge,What was the outcome of World War II? (ID-1186),historical explanation,0,24,Yes,3,Medium
Teen,Beginner,American Revolution,Revolution,Easy,Simulation,What were the consequences of American Revolution? (ID-52),strategic decision,1,15,Yes,1,Medium
Teen,Intermediate,Indus Valley Civilization,Culture,Medium,Quiz,Explain the impact of Indus Valley Civilization (ID-1229),1939,1,23,Yes,1,Hard
Child,Beginner,Indus Valley Civilization,Culture,Hard,Quiz,Explain the impact of Indus Valley Civilization (ID-285),1789,0,33,Yes,1,Medium
Teen,Intermediate,Industrial Revolution,Culture,Hard,Challenge,Who were key figures in Industrial Revolution? (ID-1320),historical explanation,0,11,No,2,Medium
Teen,Intermediate,Cold War,Politics,Easy,Quiz,Why is Cold War important? (ID-216),1789,1,14,Yes,3,Medium
Adult,Intermediate,Industrial Revolution,Culture,Medium,Simulation,Explain the impact of Industrial Revolution (ID-1446),strategic decision,1,29,No,1,Hard
Child,Intermediate,American Revolution,Revolution,Medium,Quiz,Describe key events of American Revolution (ID-637),1939,1,26,No,1,Hard
Teen,Intermediate,Ancient Egypt,Culture,Medium,Simulation,What role did leadership play in Ancient Egypt? (ID-609),strategic decision,0,12,No,2,Easy
Teen,Advanced,American Revolution,Revolution,Easy,Simulation,Explain the impact of American Revolution (ID-1385),strategic decision,1,32,Yes,2,Medium
Adult,Advanced,World War I,War,Easy,Quiz,When did World War I begin? (ID-1485),1939,1,37,Yes,2,Medium
Teen,Beginner,French Revolution,Revolution,Easy,Simulation,What was the outcome of French Revolution? (ID-1453),strategic decision,1,32,No,1,Medium
Teen,Beginner,World War I,War,Easy,Challenge,What were the consequences of World War I? (ID-79),historical explanation,1,34,No,1,Medium
Adult,Beginner,World War I,War,Easy,Simulation,How did World War I influence society? (ID-190),strategic decision,0,6,Yes,3,Easy
Adult,Advanced,American Revolution,Revolution,Easy,Quiz,How did American Revolution influence society? (ID-585),1914,1,17,Yes,2,Medium
Child,Advanced,French Revolution,Revolution,Medium,Challenge,Explain the impact of French Revolution (ID-905),historical explanation,1,17,Yes,2,Hard
Adult,Intermediate,Cold War,Politics,Hard,Simulation,What caused Cold War? (ID-1448),strategic decision,0,40,No,2,Medium
Teen,Advanced,Industrial Revolution,Culture,Easy,Simulation,What role did leadership play in Industrial Revolution? (ID-204),strategic decision,1,29,No,3,Medium
Child,Advanced,French Revolution,Revolution,Hard,Challenge,When did French Revolution begin? (ID-748),historical explanation,1,28,No,2,Hard
Child,Advanced,World War II,War,Easy,Simulation,What was the outcome of World War II? (ID-1024),strategic decision,1,14,Yes,2,Medium
Teen,Advanced,World War II,War,Easy,Quiz,What was the outcome of World War II? (ID-903),1939,1,9,No,2,Medium
Child,Beginner,American Revolution,Revolution,Easy,Simulation,Why is American Revolution important? (ID-1100),strategic decision,0,31,Yes,1,Easy
Adult,Beginner,Cold War,Politics,Easy,Challenge,Explain the impact of Cold War (ID-1243),historical explanation,1,6,Yes,2,Medium
Child,Advanced,World War I,War,Hard,Quiz,What caused World War I? (ID-112),1939,1,29,Yes,1,Hard
Adult,Advanced,World War I,War,Easy,Simulation,What were the consequences of World War I? (ID-906),strategic decision,1,23,Yes,2,Medium
Adult,Advanced,World War I,War,Easy,Challenge,Explain the impact of World War I (ID-807),historical explanation,1,6,No,3,Medium
Teen,Beginner,French Revolution,Revolution,Medium,Simulation,What role did leadership play in French Revolution? (ID-1093),strategic decision,0,35,Yes,1,Easy
Adult,Advanced,American Revolution,Revolution,Easy,Quiz,How did American Revolution influence society? (ID-912),1939,1,36,Yes,2,Medium
Teen,Intermediate,French Revolution,Revolution,Hard,Simulation,Explain the impact of French Revolution (ID-255),strategic decision,0,34,Yes,3,Medium
Child,Advanced,Cold War,Politics,Easy,Simulation,Describe key events of Cold War (ID-1262),strategic decision,1,26,No,1,Medium
Teen,Intermediate,Cold War,Politics,Hard,Simulation,Explain the impact of Cold War (ID-1373),strategic decision,0,32,No,3,Medium
Child,Intermediate,Indus Valley Civilization,Culture,Medium,Quiz,What were the consequences of Indus Valley Civilization? (ID-573),1789,1,28,Yes,3,Hard
Child,Intermediate,Industrial Revolution,Culture,Easy,Simulation,Who were key figures in Industrial Revolution? (ID-819),strategic decision,1,15,Yes,3,Medium
Teen,Beginner,Indus Valley Civilization,Culture,Easy,Challenge,Describe key events of Indus Valley Civilization (ID-929),historical explanation,0,29,Yes,3,Easy
Child,Advanced,Indus Valley Civilization,Culture,Hard,Quiz,What role did leadership play in Indus Valley Civilization? (ID-214),1789,0,16,Yes,2,Medium
Teen,Advanced,American Revolution,Revolution,Medium,Challenge,What were the consequences of American Revolution? (ID-540),historical explanation,1,39,Yes,3,Hard
Teen,Beginner,American Revolution,Revolution,Hard,Quiz,Who were key figures in American Revolution? (ID-726),1776,1,9,No,2,Hard
Teen,Advanced,French Revolution,Revolution,Hard,Quiz,What caused French Revolution? (ID-1037),1789,1,34,Yes,3,Hard
Adult,Intermediate,World War II,War,Easy,Simulation,What was the outcome of World War II? (ID-659),strategic decision,1,17,No,2,Medium
Child,Beginner,Indus Valley Civilization,Culture,Medium,Challenge,Describe key events of Indus Valley Civilization (ID-601),historical explanation,1,35,No,3,Hard
Adult,Beginner,World War I,War,Easy,Simulation,Describe key events of World War I (ID-412),strategic decision,0,30,Yes,1,Easy
Child,Beginner,American Revolution,Revolution,Medium,Simulation,When did American Revolution begin? (ID-1181),strategic decision,0,15,No,2,Easy
Adult,Advanced,French Revolution,Revolution,Hard,Quiz,Why is French Revolution important? (ID-267),1776,1,19,No,2,Hard
Child,Intermediate,World War II,War,Medium,Simulation,Describe key events of World War II (ID-597),strategic decision,0,39,Yes,2,Easy
Child,Intermediate,World War II,War,Medium,Quiz,What role did leadership play in World War II? (ID-456),1939,0,27,No,1,Easy
Teen,Intermediate,World War II,War,Easy,Quiz,When did World War II begin? (ID-1131),1776,0,29,No,2,Easy
Child,Intermediate,World War II,War,Easy,Quiz,Why is World War II important? (ID-73),1914,1,6,No,2,Medium
Adult,Intermediate,American Revolution,Revolution,Easy,Challenge,What caused American Revolution? (ID-1082),historical explanation,1,7,Yes,1,Medium
Child,Beginner,World War II,War,Medium,Quiz,Describe key events of World War II (ID-597),1945,1,27,No,1,Hard
Teen,Beginner,Industrial Revolution,Culture,Hard,Simulation,How did Industrial Revolution influence society? (ID-1415),strategic decision,0,17,Yes,1,Medium
Adult,Intermediate,Roman Empire,Politics,Easy,Quiz,Who were key figures in Roman Empire? (ID-552),1945,1,33,No,1,Medium
Adult,Intermediate,World War I,War,Medium,Quiz,What role did leadership play in World War I? (ID-1026),1939,1,22,No,2,Hard
Adult,Intermediate,Indus Valley Civilization,Culture,Hard,Challenge,Why is Indus Valley Civilization important? (ID-796),historical explanation,1,30,Yes,3,Hard
Adult,Advanced,Industrial Revolution,Culture,Medium,Quiz,Explain the impact of Industrial Revolution (ID-636),1914,1,36,Yes,2,Hard
Child,Advanced,Indus Valley Civilization,Culture,Hard,Challenge,What caused Indus Valley Civilization? (ID-333),historical explanation,1,17,No,3,Hard
Teen,Beginner,Indus Valley Civilization,Culture,Easy,Quiz,What role did leadership play in Indus Valley Civilization? (ID-214),1939,0,21,No,1,Easy
Adult,Intermediate,Roman Empire,Politics,Easy,Quiz,Describe key events of Roman Empire (ID-1134),1914,1,26,Yes,1,Medium
Child,Advanced,French Revolution,Revolution,Hard,Challenge,Why is French Revolution important? (ID-156),historical explanation,1,39,No,2,Hard
Child,Advanced,American Revolution,Revolution,Medium,Challenge,Who were key figures in American Revolution? (ID-202),historical explanation,0,23,No,2,Easy
Adult,Intermediate,World War II,War,Easy,Simulation,What role did leadership play in World War II? (ID-264),strategic decision,1,39,Yes,2,Medium
Adult,Advanced,World War I,War,Hard,Challenge,When did World War I begin? (ID-564),historical explanation,1,25,Yes,1,Hard
Teen,Intermediate,Industrial Revolution,Culture,Easy,Challenge,When did Industrial Revolution begin? (ID-225),historical explanation,0,28,No,1,Easy
Teen,Intermediate,Ancient Egypt,Culture,Medium,Challenge,What caused Ancient Egypt? (ID-1096),historical explanation,0,13,Yes,2,Easy
Child,Intermediate,Roman Empire,Politics,Medium,Challenge,When did Roman Empire begin? (ID-556),historical explanation,1,6,Yes,1,Hard
Teen,Beginner,Indus Valley Civilization,Culture,Hard,Challenge,Describe key events of Indus Valley Civilization (ID-859),historical explanation,1,21,Yes,1,Hard
Child,Intermediate,World War II,War,Medium,Simulation,Explain the impact of World War II (ID-372),strategic decision,1,31,Yes,2,Hard
Teen,Advanced,Industrial Revolution,Culture,Medium,Challenge,What role did leadership play in Industrial Revolution? (ID-1058),historical explanation,1,5,Yes,2,Hard
Adult,Intermediate,World War I,War,Medium,Challenge,What were the consequences of World War I? (ID-435),historical explanation,0,7,No,2,Easy
Adult,Advanced,World War I,War,Easy,Quiz,When did World War I begin? (ID-1123),1945,1,14,No,2,Medium
Teen,Intermediate,World War II,War,Medium,Challenge,What were the consequences of World War II? (ID-1445),historical explanation,1,13,Yes,1,Hard
Adult,Advanced,French Revolution,Revolution,Hard,Challenge,Describe key events of French Revolution (ID-140),historical explanation,0,28,Yes,3,Medium
Teen,Intermediate,French Revolution,Revolution,Hard,Challenge,How did French Revolution influence society? (ID-549),historical explanation,0,36,Yes,1,Medium
Child,Advanced,Roman Empire,Politics,Easy,Quiz,What was the outcome of Roman Empire? (ID-1467),1939,1,18,Yes,1,Medium
Child,Advanced,French Revolution,Revolution,Easy,Challenge,How did French Revolution influence society? (ID-1339),historical explanation,1,22,No,2,Medium
Adult,Intermediate,World War I,War,Easy,Quiz,Explain the impact of World War I (ID-575),1945,1,39,Yes,2,Medium
Child,Beginner,Indus Valley Civilization,Culture,Medium,Simulation,How did Indus Valley Civilization influence society? (ID-1402),strategic decision,0,40,Yes,1,Easy
Teen,Intermediate,Roman Empire,Politics,Easy,Quiz,What role did leadership play in Roman Empire? (ID-605),1914,1,7,No,1,Medium
Teen,Beginner,Roman Empire,Politics,Easy,Simulation,What caused Roman Empire? (ID-925),strategic decision,1,7,No,3,Medium
Teen,Beginner,World War I,War,Hard,Quiz,What caused World War I? (ID-784),1939,0,22,Yes,3,Medium
Teen,Intermediate,World War I,War,Medium,Challenge,Why is World War I important? (ID-114),historical explanation,1,6,Yes,3,Hard
Teen,Advanced,Roman Empire,Politics,Hard,Simulation,Describe key events of Roman Empire (ID-579),strategic decision,1,15,No,2,Hard
Child,Intermediate,American Revolution,Revolution,Medium,Simulation,When did American Revolution begin? (ID-802),strategic decision,1,23,No,1,Hard
Adult,Beginner,Cold War,Politics,Hard,Quiz,What caused Cold War? (ID-904),1776,0,32,No,1,Medium
Adult,Beginner,American Revolution,Revolution,Hard,Challenge,What was the outcome of American Revolution? (ID-30),historical explanation,1,22,Yes,2,Hard
Adult,Intermediate,Indus Valley Civilization,Culture,Hard,Challenge,Explain the impact of Indus Valley Civilization (ID-888),historical explanation,1,21,No,2,Hard
Child,Advanced,Industrial Revolution,Culture,Easy,Quiz,Describe key events of Industrial Revolution (ID-1161),1939,1,28,No,3,Medium
Adult,Intermediate,Industrial Revolution,Culture,Medium,Challenge,What were the consequences of Industrial Revolution? (ID-1015),historical explanation,1,19,Yes,1,Hard
Child,Advanced,World War I,War,Medium,Simulation,How did World War I influence society? (ID-190),strategic decision,1,30,No,1,Hard
Child,Beginner,World War II,War,Medium,Quiz,What role did leadership play in World War II? (ID-83),1914,0,14,Yes,2,Easy
Child,Advanced,Roman Empire,Politics,Easy,Quiz,Explain the impact of Roman Empire (ID-1463),1914,1,22,No,3,Medium
Child,Beginner,Industrial Revolution,Culture,Medium,Quiz,When did Industrial Revolution begin? (ID-225),1789,0,29,Yes,2,Easy
Adult,Intermediate,Cold War,Politics,Medium,Quiz,Why is Cold War important? (ID-1290),1939,1,14,Yes,1,Hard
Adult,Advanced,American Revolution,Revolution,Hard,Quiz,When did American Revolution begin? (ID-179),1945,1,13,No,3,Hard
Teen,Advanced,Industrial Revolution,Culture,Easy,Quiz,When did Industrial Revolution begin? (ID-1112),1939,1,40,No,3,Medium
Teen,Advanced,American Revolution,Revolution,Hard,Simulation,Why is American Revolution important? (ID-485),strategic decision,1,39,No,1,Hard
Child,Beginner,French Revolution,Revolution,Hard,Simulation,What role did leadership play in French Revolution? (ID-492),strategic decision,0,32,No,1,Medium
Teen,Beginner,American Revolution,Revolution,Easy,Simulation,When did American Revolution begin? (ID-1080),strategic decision,1,26,No,2,Medium
Adult,Intermediate,Roman Empire,Politics,Medium,Simulation,What role did leadership play in Roman Empire? (ID-605),strategic decision,1,5,Yes,1,Hard
Teen,Intermediate,Ancient Egypt,Culture,Easy,Challenge,Describe key events of Ancient Egypt (ID-957),historical explanation,1,22,No,3,Medium
Child,Beginner,Cold War,Politics,Medium,Quiz,When did Cold War begin? (ID-1285),1776,0,34,Yes,3,Easy
Adult,Intermediate,Roman Empire,Politics,Hard,Quiz,What was the outcome of Roman Empire? (ID-506),1776,0,35,Yes,2,Medium
Adult,Advanced,French Revolution,Revolution,Hard,Challenge,Who were key figures in French Revolution? (ID-1148),historical explanation,1,32,No,3,Hard
Child,Intermediate,Ancient Egypt,Culture,Medium,Quiz,What role did leadership play in Ancient Egypt? (ID-224),1914,1,33,No,1,Hard
Teen,Advanced,Ancient Egypt,Culture,Easy,Quiz,What were the consequences of Ancient Egypt? (ID-1319),1945,1,34,No,1,Medium
Adult,Intermediate,Industrial Revolution,Culture,Medium,Simulation,When did Industrial Revolution begin? (ID-20),strategic decision,0,11,Yes,1,Easy
Teen,Intermediate,Ancient Egypt,Culture,Hard,Quiz,Explain the impact of Ancient Egypt (ID-493),1914,1,33,No,3,Hard
Teen,Advanced,Ancient Egypt,Culture,Hard,Simulation,What role did leadership play in Ancient Egypt? (ID-1130),strategic decision,1,23,Yes,2,Hard
Child,Advanced,Ancient Egypt,Culture,Medium,Challenge,Why is Ancient Egypt important? (ID-1370),historical explanation,1,26,No,2,Hard
Child,Intermediate,Indus Valley Civilization,Culture,Easy,Simulation,What role did leadership play in Indus Valley Civilization? (ID-214),strategic decision,1,23,Yes,3,Medium
Adult,Advanced,Industrial Revolution,Culture,Hard,Simulation,When did Industrial Revolution begin? (ID-1137),strategic decision,1,15,No,2,Hard
Teen,Advanced,Ancient Egypt,Culture,Easy,Quiz,What role did leadership play in Ancient Egypt? (ID-224),1776,1,12,No,3,Medium
Adult,Advanced,French Revolution,Revolution,Easy,Quiz,Who were key figures in French Revolution? (ID-1281),1939,1,33,No,2,Medium
Teen,Advanced,French Revolution,Revolution,Easy,Quiz,Who were key figures in French Revolution? (ID-311),1789,1,7,No,3,Medium
Teen,Advanced,French Revolution,Revolution,Easy,Challenge,What was the outcome of French Revolution? (ID-973),historical explanation,1,26,No,3,Medium
Adult,Beginner,Ancient Egypt,Culture,Medium,Quiz,When did Ancient Egypt begin? (ID-1404),1776,0,40,Yes,2,Easy
Child,Advanced,Ancient Egypt,Culture,Hard,Challenge,What role did leadership play in Ancient Egypt? (ID-1238),historical explanation,1,28,Yes,2,Hard
Teen,Beginner,Ancient Egypt,Culture,Hard,Simulation,When did Ancient Egypt begin? (ID-189),strategic decision,0,11,No,3,Medium
Child,Beginner,French Revolution,Revolution,Hard,Challenge,How did French Revolution influence society? (ID-549),historical explanation,0,33,Yes,1,Medium
Adult,Beginner,World War I,War,Hard,Quiz,Explain the impact of World War I (ID-970),1945,0,10,Yes,2,Medium
Child,Intermediate,Cold War,Politics,Hard,Simulation,Who were key figures in Cold War? (ID-1198),strategic decision,1,29,Yes,1,Hard
Adult,Intermediate,Indus Valley Civilization,Culture,Easy,Challenge,When did Indus Valley Civilization begin? (ID-1439),historical explanation,1,30,No,2,Medium
Child,Intermediate,World War II,War,Hard,Challenge,When did World War II begin? (ID-430),historical explanation,0,13,Yes,1,Medium
Adult,Beginner,French Revolution,Revolution,Medium,Simulation,What was the outcome of French Revolution? (ID-1453),strategic decision,0,32,Yes,2,Easy
Teen,Advanced,Ancient Egypt,Culture,Medium,Challenge,What was the outcome of Ancient Egypt? (ID-423),historical explanation,1,10,No,1,Hard
Child,Beginner,Indus Valley Civilization,Culture,Medium,Quiz,Why is Indus Valley Civilization important? (ID-314),1939,0,24,No,1,Easy
Child,Advanced,Industrial Revolution,Culture,Hard,Simulation,How did Industrial Revolution influence society? (ID-1253),strategic decision,1,30,No,1,Hard
Adult,Advanced,World War II,War,Hard,Challenge,When did World War II begin? (ID-590),historical explanation,0,20,Yes,1,Medium
Teen,Beginner,World War I,War,Medium,Simulation,Who were key figures in World War I? (ID-852),strategic decision,0,7,No,3,Easy
Teen,Advanced,Roman Empire,Politics,Easy,Simulation,Explain the impact of Roman Empire (ID-240),strategic decision,1,7,No,1,Medium
Teen,Beginner,Indus Valley Civilization,Culture,Easy,Challenge,Explain the impact of Indus Valley Civilization (ID-69),historical explanation,1,8,No,2,Medium
Adult,Beginner,Industrial Revolution,Culture,Hard,Simulation,What caused Industrial Revolution? (ID-195),strategic decision,0,18,Yes,2,Medium
Adult,Advanced,Ancient Egypt,Culture,Hard,Quiz,What role did leadership play in Ancient Egypt? (ID-609),1789,1,28,Yes,2,Hard
Child,Intermediate,Cold War,Politics,Medium,Quiz,Who were key figures in Cold War? (ID-896),1939,1,17,No,1,Hard
Adult,Intermediate,Roman Empire,Politics,Hard,Simulation,How did Roman Empire influence society? (ID-381),strategic decision,0,14,No,1,Medium
